id,artist,album,title,key,time_signature,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,num_played,rate
spotify:track:1QVfWKjZFIY2JhluvvxC8J,Palace,Chase The Light,Chase The Light,4,4,0.255,0.178,-12.508,0.0345,0.887,0.00165,0.108,0.107,76.988,149846.0,1,3.0000
spotify:track:6KPSV86qZberDCyhOmUynJ,Palace,Kiloran,Kiloran,5,3,0.266,0.653,-7.586,0.039,0.192,0.0735,0.123,0.346,77.218,293926.0,1,5.0000
spotify:track:1fFz0LBRQT6lvpHbDaKOsB,Palace,Lost in the Night,Bitter,4,4,0.372,0.618,-7.756,0.0567,0.0981,0.001,0.125,0.325,152.51,234674.0,1,5.0000
spotify:track:04AS0WvYHXlctDfKojeSsS,Palace,Lost in the Night,Ocean Deep,11,3,0.3,0.24,-10.768,0.0257,0.45,0.204,0.115,0.191,87.399,294612.0,1,6.0000
spotify:track:0FxSnrwdR2PTDsUqCPXxwz,Palace,Lost in the Night,Veins,0,3,0.429,0.273,-9.719,0.0287,0.349,0.0384,0.111,0.112,110.161,269975.0,1,6.0000
spotify:track:3RQA5wzKg5MFqoRJytmYEN,Palace,Lost in the Night,Lost in the Night,7,4,0.621,0.21,-10.218,0.0448,0.895,0.00085,0.107,0.14,149.415,124096.0,1,5.0000
spotify:track:547VvUJcGmn26XJwHNueOa,Nothing But Thieves,Impossible,Impossible,5,4,0.51,0.52,-7.022,0.03,0.0435,6.76e-05,0.0971,0.132,82.99,248399.0,2,8.0000
spotify:track:0SieiDcGvj8cZ0K4hcT3Zd,The Killers,Imploding The Mirage,Dying Breed,1,4,0.656,0.78,-4.743,0.0854,0.00112,0.02,0.151,0.607,151.401,246000.0,2,5.0000
spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,BØRNS,Dopamine,Electric Love,6,4,0.611,0.797,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107.0,1,6.0000
spotify:track:6RZmhpvukfyeSURhf4kZ0d,Tame Impala,The Slow Rush,Is It True,0,4,0.731,0.664,-5.474,0.0302,0.00307,0.35,0.133,0.661,118.018,239267.0,1,2.0000
spotify:track:3LHcAmB9JJ1pVsfTLersFD,Sam Fender,All Is On My Side,All Is On My Side,11,4,0.599,0.818,-4.915,0.0416,0.0068,0.000311,0.0445,0.651,128.941,273728.0,1,4.0000
spotify:track:78tw5RqpJDdIr6VVSTWW3x,DI-RECT,Color,Color,7,4,0.507,0.919,-6.844,0.0655,0.0342,6.63e-05,0.121,0.586,150.028,176577.0,1,4.0000
spotify:track:5n6axrGhbDj2kfj6VTNG9k,Biffy Clyro,Weird Leisure,Weird Leisure,5,4,0.228,0.879,-4.326,0.0701,0.000141,8.7e-06,0.0484,0.352,145.418,248493.0,1,3.0000
spotify:track:65NlC7LfYGwLQ0Wx3QZo5f,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition),Expo '86,4,4,0.581,0.565,-7.525,0.0263,0.000456,0.0122,0.114,0.208,104.669,251187.0,1,4.0000
spotify:track:64i71pjySnBlA7P46uSGZ7,Bloc Party,A Weekend In The City (Re-release),Hunting for Witches,6,4,0.558,0.83,-6.245,0.073,0.000154,0.000153,0.0699,0.743,157.044,210147.0,1,4.0000
spotify:track:1MXnWoGFHguLc0BamwMqLf,The Temper Trap,The Temper Trap (Deluxe Edition),Trembling Hands,0,4,0.445,0.6,-5.437,0.0288,0.0544,0.000453,0.11,0.0533,135.28,279840.0,1,8.0000
spotify:track:37XsaGX7crh4YJKv6k946u,Wolf Alice,My Love Is Cool (Deluxe Edition),Moaning Lisa Smile,2,4,0.47,0.806,-2.92,0.0505,0.000575,0.0564,0.0917,0.339,98.046,160747.0,1,7.0000
spotify:track:7ejVezMnmqGT84etM4IEmH,Dan Auerbach,Waiting on a Song,Cherrybomb,9,4,0.733,0.783,-4.93,0.0516,0.0465,0.0761,0.148,0.778,114.616,225093.0,1,2.0000
spotify:track:4yYvWFUWMaKMXtoJKJnmZk,Bombay Bicycle Club,A Different Kind Of Fix,Shuffle,7,4,0.627,0.959,-4.744,0.0298,0.316,0.00576,0.112,0.397,109.981,235293.0,1,4.0000
spotify:track:1qPbGZqppFwLwcBC1JQ6Vr,Oasis,(What's The Story) Morning Glory?,Wonderwall,2,4,0.41,0.854,-5.609,0.0366,0.00236,0.0,0.133,0.456,174.584,258907.0,1,8.0000
spotify:track:7ppPZa3TRUSGKaks9wH7VT,Oasis,(What's The Story) Morning Glory?,Don't Look Back In Anger,0,4,0.349,0.917,-3.645,0.071,0.026,7.25e-06,0.0968,0.206,164.036,287827.0,1,8.0000
spotify:track:6EMynpZ10GVcwVqiLZj6Ye,Oasis,(What's The Story) Morning Glory?,Champagne Supernova,2,4,0.303,0.853,-2.26,0.0366,0.223,0.00159,0.361,0.119,150.381,450507.0,1,7.0000
spotify:track:0SlpFHdk4UHBDzCEoXzy14,Oasis,Heathen Chemistry,Stop Crying Your Heart Out,2,4,0.331,0.558,-5.506,0.031,0.0689,1.96e-06,0.124,0.0985,150.19,303120.0,1,7.0000
spotify:track:5WTPhYmwwojFP73O7p3Izi,Oasis,Be Here Now (Deluxe Remastered Edition),Stand By Me - Remastered,7,4,0.194,0.825,-2.605,0.041,0.0864,0.00284,0.182,0.35,169.974,355867.0,1,7.0000
spotify:track:4yCihiznWkDsbuIqf6mSiG,Oasis,(What's The Story) Morning Glory?,She's Electric,9,4,0.484,0.91,-3.499,0.0483,0.163,1.13e-06,0.315,0.501,125.364,220920.0,1,8.0000
spotify:track:0if8wueNrAVLfwSH7l1ANJ,Oasis,Definitely Maybe (Deluxe Edition Remastered),Half The World Away - Remastered,0,4,0.433,0.458,-8.666,0.0328,0.305,0.0,0.0863,0.23,115.213,267333.0,1,7.0000
spotify:track:4jJfa4mO5JjV9Tz2aAxE2M,Oasis,Definitely Maybe (Deluxe Edition Remastered),Supersonic - Remastered,9,4,0.359,0.913,-2.865,0.0391,6.31e-05,0.0121,0.0954,0.589,104.058,283787.0,1,5.0000
spotify:track:1Z5Uc9jMuuVQxtRZTforfX,Oasis,Be Here Now (Deluxe Remastered Edition),Don't Go Away - Remastered,0,4,0.396,0.831,-4.913,0.0359,0.0382,9.62e-05,0.0721,0.18,81.175,288667.0,1,7.0000
spotify:track:2Sr49PY1vTWFQ8gqMMq0gr,Oasis,Dig Out Your Soul,Bag It Up,7,4,0.414,0.893,-2.69,0.0377,0.000356,0.0949,0.602,0.345,90.902,280413.0,1,4.0000
spotify:track:1lwJ1fYnkOhLc2xTO2klQ2,Oasis,Dig Out Your Soul,Waiting For The Rapture,0,4,0.403,0.849,-3.688,0.0515,0.00975,0.0012,0.182,0.338,169.761,182987.0,1,4.0000
spotify:track:6cDhI73JDLb1jv9RlaUdUA,Oasis,The Masterplan,Acquiesce,0,4,0.199,0.952,-1.976,0.0694,0.00792,0.000355,0.437,0.244,111.521,264960.0,1,6.0000
spotify:track:3NZ40a5S6SrVwDsXOW2JLb,Oasis,The Masterplan,Underneath The Sky,11,4,0.487,0.941,-3.779,0.0564,0.00195,0.0,0.745,0.797,123.992,201133.0,1,6.0000
spotify:track:3WJGK9qI2giMx6GrF36Slq,Oasis,The Masterplan,Talk Tonight,4,4,0.393,0.443,-8.484,0.0265,0.485,4.25e-05,0.371,0.353,84.966,261107.0,1,6.0000
spotify:track:6b2oQwSGFkzsMtQruIWm2p,Radiohead,Pablo Honey,Creep,7,4,0.515,0.43,-9.935,0.0369,0.0102,0.000141,0.129,0.104,91.841,238640.0,1,8.0000
spotify:track:3SVAN3BRByDmHOhKyIDxfC,Radiohead,OK Computer,Karma Police,7,4,0.36,0.505,-9.129,0.026,0.0626,9.22e-05,0.172,0.317,74.807,264067.0,1,8.0000
spotify:track:2a1iMaoWQ5MnvLFBDv4qkf,Radiohead,The Bends,High and Dry,4,4,0.419,0.383,-11.782,0.0256,0.0724,0.0176,0.0896,0.35,87.568,257480.0,1,8.0000
spotify:track:1bSpwPhAxZwlR2enJJsv7U,Radiohead,OK Computer,No Surprises,5,4,0.255,0.393,-10.654,0.0278,0.0577,0.00361,0.113,0.118,76.426,229120.0,1,9.0000
spotify:track:73CKjW3vsUXRpy3NnX4H7F,Radiohead,The Bends,Fake Plastic Trees,2,4,0.463,0.229,-12.592,0.0297,0.167,0.0997,0.202,0.135,73.543,290707.0,1,8.0000
spotify:track:0wGv595Z2XDF9ZFbrbQqqH,Foo Fighters,Shame Shame,Shame Shame,7,4,0.648,0.864,-4.136,0.0335,0.00129,0.0296,0.0368,0.354,122.014,257434.0,1,6.0000
